"id","name","email","password","profilePicture","description","dateOfBirth","language","createdAt","skill","currentEducation","experienceYears","interest","learningResource","tools","filledInformation"
"dd370cc9-757f-4ee9-b363-e65f68c67e9f","Dr. Brent Feil Sr.","Remington86@yahoo.com","2f6c5014-f67e-4f6b-a51e-513a8ebb9afc",,,"2007-04-27 20:14:23.180","Mandarin","2024-09-02 02:08:21.839","Autonomous Vehicles;Reinforcement Learning;Recommender Systems;AI Planning and Optimization","Middle School","2","Autonomous Vehicles","Udemy;;Coursera;DeepLearning.ai;edX;GitHub;Kaggle;Stanford Online;MIT OpenCourseWare","OpenCV;Amazon SageMaker;Hugging Face Transformers;BigML;OpenAI GPT;DataRobot","0"
"df13ab4d-b3fd-474e-ae96-052dcd6c09c4","Terence Auer PhD","Lolita.Kohler89@hotmail.com","f69a369e-865a-422a-a9cd-55987a9bc2b6",,,"2021-10-26 00:29:42.557","Thai","2024-09-02 02:08:21.839","Computer Vision;Recommender Systems;Neural Networks","Middle School","1","Generative AI;AI in Healthcare;Autonomous Vehicles;Recommender Systems;AI Ethics",";Udemy","OpenCV;Hugging Face Transformers;Amazon SageMaker;Scikit-learn;Microsoft Azure AI;OpenAI GPT;BigML;Keras;;Weka","0"
"df3f462e-060f-4e36-b9f4-8f2ebe0ec943","Brooke Abshire","Nathanial_Kuhn79@yahoo.com","6eaa9160-20f4-40c1-853d-4c383019397f",,,"2016-09-13 08:12:21.768","Greek","2024-09-02 02:08:21.839",,"High School","0","AI Planning and Optimization;Robotics;Reinforcement Learning;Machine Learning;AI in Finance;AI in Education;Speech Recognition;Computer Vision;AI Ethics","edX;Harvard Online;Coursera;Kaggle;YouTube;MIT OpenCourseWare;Google AI;DeepLearning.ai","BigML;;OpenCV;OpenAI GPT;Keras;PyTorch;Google Cloud AI;DataRobot;TensorFlow;Amazon SageMaker;Hugging Face Transformers","0"
"e032cfc5-1f4b-4d0b-a427-badaffe40b8a","Terrance Goldner","Vallie.Parker16@hotmail.com","de79712d-7a4d-4f3d-b832-e7efbd9904e3",,,"2024-03-29 03:43:01.218","Hindi","2024-09-02 02:08:21.839","AI Ethics;Natural Language Processing;AI in Healthcare","Middle School","1","Autonomous Vehicles;AI Planning and Optimization;Computer Vision;AI in Healthcare;;Machine Learning;Generative AI;Recommender Systems;AI in Finance;AI in Education;Neural Networks;Reinforcement Learning;Cognitive Computing;AI for Games","GitHub;Stanford Online;Harvard Online;;MIT OpenCourseWare;edX;Kaggle;YouTube;DeepLearning.ai;Udemy","OpenAI GPT;RapidMiner;Scikit-learn;Weka;Amazon SageMaker;Keras;Microsoft Azure AI;;IBM Watson;TensorFlow","0"
"e3405b1d-a835-4723-a010-18e25e8718f7","Cathy Feeney","Nels.Mann@yahoo.com","6ba0380a-370b-46b5-b6c9-686c7659d82c",,,"2017-08-15 10:01:37.309","Hindi","2024-09-02 02:08:21.839","AI Planning and Optimization;Computer Vision;AI in Finance;Machine Learning;Deep Learning;AI in Healthcare;Recommender Systems;AI Ethics;Reinforcement Learning","Master Degree","4","Recommender Systems;AI in Finance;Machine Learning","edX;Kaggle;Harvard Online;DeepLearning.ai;Google AI","Keras;Amazon SageMaker;DataRobot;IBM Watson;Scikit-learn;OpenAI GPT","0"
"e4ae3bfe-279a-4008-bf49-313e86f0693c","Terrence Labadie","Adela.Senger3@gmail.com","8982f552-3b42-4e0a-a331-f6145fe062c6",,,"2012-12-27 20:38:44.176","Polish","2024-09-02 02:08:21.839","Speech Recognition;Machine Learning;AI in Healthcare","Middle School","1","Recommender Systems;AI in Healthcare;Natural Language Processing;Deep Learning;Expert Systems;Computer Vision;;Generative AI;Machine Learning;Cognitive Computing;Reinforcement Learning;AI in Finance;AI Ethics;AI Planning and Optimization;Speech Recognition;Autonomous Vehicles;AI in Education;AI for Games;Robotics","Stanford Online;GitHub","DataRobot;Weka","0"
"e5dd73f8-d503-4642-bb2a-bc96992581a0","Loretta Murazik","Charlene_Gulgowski42@hotmail.com","e53f6131-5793-4c10-8532-92f89b71a135",,,"2005-12-12 21:40:49.707","Mandarin","2024-09-02 02:08:21.839","Machine Learning;Robotics;;Neural Networks;AI Planning and Optimization;Deep Learning","University","2","Generative AI;;Machine Learning;AI Planning and Optimization;Recommender Systems;Neural Networks;Expert Systems;AI Ethics;Robotics;Computer Vision;Deep Learning;Natural Language Processing;AI in Healthcare;Autonomous Vehicles;Cognitive Computing","Kaggle;Google AI;Harvard Online;DeepLearning.ai;Coursera;edX;Stanford Online;;YouTube;Udemy;GitHub","TensorFlow;DataRobot;Hugging Face Transformers;Microsoft Azure AI;PyTorch;BigML","0"
"e6770793-d9bb-4ba0-a5d5-d629a356c0fe","Irving Douglas","Mireya_Hansen92@yahoo.com","d0830da9-d922-4e83-85bf-62b696a5a841",,,"2012-09-15 04:47:46.778","Spanish","2024-09-02 02:08:21.839","AI for Games","High School","0","Expert Systems;","DeepLearning.ai;Udemy;edX;MIT OpenCourseWare;;Google AI","OpenCV;BigML;DataRobot;Google Cloud AI;Scikit-learn;TensorFlow;RapidMiner;PyTorch;Amazon SageMaker;Weka;;IBM Watson","0"
"e6aaf80a-b405-4a79-b231-a943e2e43668","Vicki Stracke","Casimer15@hotmail.com","4ea6960b-cf3b-4cdd-8503-23a366ec1c9b",,,"2019-02-21 01:46:23.879","Hindi","2024-09-02 02:08:21.839","Computer Vision;AI Ethics;AI for Games;AI in Finance;AI in Education;AI Planning and Optimization;Expert Systems;Recommender Systems;Reinforcement Learning","Master Degree","4","AI in Education;Robotics;Computer Vision;Expert Systems;Natural Language Processing;AI Planning and Optimization;Generative AI;AI in Healthcare;AI in Finance;Recommender Systems;Cognitive Computing;Autonomous Vehicles;AI for Games","MIT OpenCourseWare;GitHub;;Coursera;Kaggle;DeepLearning.ai;Udemy;YouTube;Harvard Online;Google AI","BigML;OpenCV;Microsoft Azure AI;Weka;Amazon SageMaker;Google Cloud AI;RapidMiner;Hugging Face Transformers;Scikit-learn;Keras;OpenAI GPT;DataRobot","0"
"e87031a7-894b-4e53-9144-794ab3f7786c","Andrew Cruickshank","Lauriane56@gmail.com","add563dd-2868-4a75-8249-ebc5b5103e41",,,"2016-01-28 06:22:05.835","Portuguese","2024-09-02 02:08:21.839",,"High School","0","AI in Finance;AI in Education;AI for Games;AI Planning and Optimization;Autonomous Vehicles;;Natural Language Processing;Cognitive Computing;Speech Recognition;Expert Systems;Neural Networks;Generative AI;Recommender Systems;Machine Learning;Computer Vision;Robotics;AI Ethics;Deep Learning","Kaggle;Udemy;Harvard Online;GitHub;DeepLearning.ai;;Stanford Online;edX;Coursera","Google Cloud AI;Weka;IBM Watson;Hugging Face Transformers;RapidMiner;Microsoft Azure AI;Amazon SageMaker;Scikit-learn;BigML;TensorFlow;OpenAI GPT;DataRobot","0"
"eb4926ec-22d9-470f-99f8-2bd653323f97","Devin Romaguera","Chaz81@gmail.com","81001dad-c39b-4a0b-aed5-897a658c125b",,,"2017-06-20 22:39:35.055","Spanish","2024-09-02 02:08:21.839","Recommender Systems;AI for Games","Elementary","1","Natural Language Processing;AI for Games;Machine Learning;Robotics;;Generative AI;Deep Learning;AI Planning and Optimization;Reinforcement Learning;Computer Vision;Recommender Systems;Neural Networks;Expert Systems;Autonomous Vehicles;Speech Recognition;AI in Finance;AI in Healthcare","MIT OpenCourseWare;;edX;Coursera;Harvard Online",";BigML;TensorFlow","0"
"ee1dcb84-5e26-40e1-9f95-84195e1e1f70","Ronnie Nicolas DVM","Ilene89@hotmail.com","5914fe02-8c9e-4c34-8b54-ce679f5cafa1",,,"2022-01-17 14:03:07.320",,"2024-09-02 02:08:21.839","Natural Language Processing;AI in Education;Machine Learning;Expert Systems;Recommender Systems;AI Planning and Optimization;AI in Finance;Robotics;Neural Networks","Master Degree","4","Autonomous Vehicles;Robotics;AI Planning and Optimization;Neural Networks;Cognitive Computing;Speech Recognition;Computer Vision;Natural Language Processing;AI for Games;;AI in Education;Deep Learning;Generative AI;AI in Finance;Recommender Systems;AI Ethics;AI in Healthcare;Reinforcement Learning;Expert Systems","Coursera;MIT OpenCourseWare;GitHub;Udemy;Kaggle","OpenCV;DataRobot;PyTorch;Scikit-learn;;TensorFlow;Microsoft Azure AI;Weka;OpenAI GPT;Google Cloud AI;Hugging Face Transformers;Keras","0"
"ee710229-dda7-4370-a00d-9674be4a0430","Ira Reichel PhD","Amely.Hilll47@hotmail.com","70ff2225-635a-44a9-a5b5-620b6c03f268",,,"2015-10-11 03:19:43.489","Spanish","2024-09-02 02:08:21.839","Natural Language Processing;Cognitive Computing;Computer Vision;Recommender Systems;AI in Finance;Generative AI","University","2","AI Ethics;AI in Healthcare;Reinforcement Learning;Recommender Systems;AI Planning and Optimization;Cognitive Computing;;Computer Vision;Autonomous Vehicles;Neural Networks;Machine Learning;AI for Games;Speech Recognition;Deep Learning;AI in Education;AI in Finance","YouTube;GitHub;Harvard Online","Weka;Amazon SageMaker;Hugging Face Transformers;TensorFlow;RapidMiner;DataRobot;PyTorch;Microsoft Azure AI;IBM Watson;OpenCV;Google Cloud AI;","0"
"eec3439e-5161-47d7-bcdb-85c74c112d5c","Dr. Norma Christiansen","Mckenzie_Marquardt@hotmail.com","66752ad4-a1ed-42d9-aeb5-ad308d980fcf",,,"2020-06-16 23:29:45.156","Hindi","2024-09-02 02:08:21.839","Natural Language Processing;Computer Vision;","Middle School","1","Cognitive Computing;Recommender Systems;AI in Healthcare;Deep Learning;Generative AI;Natural Language Processing;Speech Recognition;Computer Vision;AI in Education;AI Ethics;Robotics;AI Planning and Optimization;Expert Systems;;Machine Learning;Neural Networks","Harvard Online;YouTube;DeepLearning.ai","Hugging Face Transformers;PyTorch;Amazon SageMaker;Google Cloud AI;IBM Watson;OpenAI GPT;Microsoft Azure AI;Scikit-learn;Weka;Keras","0"
"ef6c9054-ac99-49cc-a370-6f9978b5b614","Darrel Spencer III","Reinhold.Spinka@gmail.com","59cf0738-c524-417f-b837-30b0bb0f497d",,,"2013-01-05 20:05:55.753","Turkish","2024-09-02 02:08:21.839","Neural Networks;Robotics;Machine Learning","Middle School","1","Computer Vision;Reinforcement Learning;Speech Recognition;AI in Education;;Generative AI;Autonomous Vehicles;AI Planning and Optimization;Deep Learning;Neural Networks;Natural Language Processing;AI in Finance;Robotics;Expert Systems;Cognitive Computing;Machine Learning;AI in Healthcare","GitHub;YouTube;Harvard Online;Kaggle","Hugging Face Transformers;Google Cloud AI;Weka;PyTorch;Amazon SageMaker","0"
"f0eb52f1-e5c8-4763-9400-b944b1cfe78a","Luther Schinner MD","Sidney41@hotmail.com","545b78d2-cf2b-41e4-9160-e592d25a4d47",,,"2023-04-23 09:33:11.574","Greek","2024-09-02 02:08:21.839","Generative AI;Cognitive Computing;AI for Games;Recommender Systems","Middle School","2","Natural Language Processing;Machine Learning;Computer Vision;AI in Education;Generative AI;AI Planning and Optimization;Speech Recognition;Expert Systems;Robotics;Autonomous Vehicles;AI Ethics;Neural Networks;Cognitive Computing;AI in Finance;AI for Games","DeepLearning.ai;edX;Udemy;Stanford Online;;Harvard Online;MIT OpenCourseWare;YouTube;Kaggle","Scikit-learn;Amazon SageMaker;Weka;Hugging Face Transformers;TensorFlow","0"
"f149df62-8f2e-4ef5-bb75-97cee8e3c200","Lori Schaefer","Sydni0@gmail.com","10f7c1cd-c991-4723-9bf5-7745f15b5350",,,"2010-10-30 04:16:18.443","German","2024-09-02 02:08:21.839","Reinforcement Learning","High School","0","Reinforcement Learning;AI Ethics;Expert Systems;Speech Recognition;Autonomous Vehicles","edX;Coursera;Udemy;Harvard Online;Stanford Online;MIT OpenCourseWare","Keras;Scikit-learn;IBM Watson;BigML;RapidMiner;Hugging Face Transformers;TensorFlow","0"
"f16f5416-291e-47a7-b3bc-6f9fa7e294d6","Miss Delores Kassulke","Liza.Considine@gmail.com","7b4f7ca1-8fc4-4a62-ab47-2c2024db24f2",,,"2022-07-07 05:32:39.765","Portuguese","2024-09-02 02:08:21.839","Natural Language Processing;AI for Games;Machine Learning;Neural Networks;Expert Systems;Computer Vision","University","2",";AI in Finance;AI in Education;Neural Networks","MIT OpenCourseWare;;GitHub;Google AI;Stanford Online;edX","Weka;Microsoft Azure AI;OpenCV;Scikit-learn;TensorFlow;PyTorch;RapidMiner;Google Cloud AI;DataRobot;;BigML;OpenAI GPT;Hugging Face Transformers;Amazon SageMaker;Keras","0"
"f2408474-f159-4521-8348-436a81dcca1c","Cora Schmidt","Lue_Stehr-Hudson41@hotmail.com","1086078f-2131-4484-b604-2858aadf70a4",,,"2016-09-27 08:18:01.062","French","2024-09-02 02:08:21.839","Natural Language Processing;Generative AI;Speech Recognition;AI in Education;Neural Networks;Recommender Systems;Deep Learning","Undergraduate Degree","3","Deep Learning;Neural Networks;Recommender Systems;Machine Learning;AI Ethics;AI in Education;Reinforcement Learning","Kaggle;;GitHub;Udemy;Stanford Online;Harvard Online;YouTube;DeepLearning.ai;Google AI;edX;Coursera","Amazon SageMaker;Hugging Face Transformers;RapidMiner;PyTorch;DataRobot;Google Cloud AI;OpenAI GPT;OpenCV;Keras;BigML;Microsoft Azure AI","0"
"f3907c82-e5dd-4be8-8e58-883c0fd02a26","Kristi Zulauf-Armstrong","Earlene_Harber@hotmail.com","8bb8be80-58cf-49a4-8647-9b427687dc06",,,"2021-03-30 17:47:36.604","Italian","2024-09-02 02:08:21.839",,"High School","0","AI Ethics;AI for Games;Deep Learning;Computer Vision","edX;Udemy;Coursera;Google AI;GitHub","Keras;Amazon SageMaker;Weka;TensorFlow;;DataRobot;PyTorch;BigML;Hugging Face Transformers;Microsoft Azure AI;Scikit-learn;RapidMiner;Google Cloud AI;OpenCV;IBM Watson","0"
"f4c27411-4112-481f-a8aa-13074cfcae3d","Barbara Smitham","Dante_Rogahn28@yahoo.com","b98efbfd-648d-43f6-a632-480b80cded2d",,,"2013-07-07 13:35:10.795","Vietnamese","2024-09-02 02:08:21.839","Computer Vision;Natural Language Processing;Robotics","Middle School","1","AI for Games;Recommender Systems;Computer Vision;Deep Learning;Robotics;","Coursera;MIT OpenCourseWare;YouTube;;Google AI;edX;DeepLearning.ai","Keras;Scikit-learn;Hugging Face Transformers;DataRobot;Amazon SageMaker;RapidMiner;Weka;OpenCV;IBM Watson;;TensorFlow","0"
"f64eb1b6-7a09-4c13-b894-0d4d41930d61","Dr. Irving Lemke-Jacobson","Ila.Berge@gmail.com","2915b6ab-7f6b-4629-9e9a-bdf086b6106e",,,"2008-09-04 08:15:59.352","Turkish","2024-09-02 02:08:21.839","AI Ethics","High School","0","Autonomous Vehicles;Cognitive Computing;Neural Networks;Expert Systems;Deep Learning;Speech Recognition;AI in Finance;Computer Vision;Robotics;Generative AI;AI for Games;AI in Healthcare;Natural Language Processing;AI Planning and Optimization","Udemy;MIT OpenCourseWare","Amazon SageMaker;OpenCV;Weka;PyTorch;TensorFlow;;Google Cloud AI;Microsoft Azure AI","0"
"f94b9a6d-b6a3-4836-882b-d7c772838a94","William Christian","test@gmail.com","test123",,,"2008-04-19 06:36:40.368","German","2024-09-02 02:08:21.839","Robotics;Autonomous Vehicles;AI for Games;Deep Learning;AI in Healthcare;Cognitive Computing;;Expert Systems;Reinforcement Learning;AI Planning and Optimization;Natural Language Processing",,"5","AI in Education;Natural Language Processing;Deep Learning;AI for Games;Robotics;AI Ethics;Speech Recognition;Reinforcement Learning;AI in Finance;Neural Networks","Udemy;Stanford Online;GitHub;;YouTube;Kaggle;DeepLearning.ai;MIT OpenCourseWare;edX;Coursera;Harvard Online","TensorFlow;RapidMiner;DataRobot;OpenAI GPT","0"
"fa9d26c0-0c11-4529-ae42-5dbc6bff2e28","Ms. Erma Fahey PhD","Tomas.Conn@hotmail.com","6bc73392-4d38-41f0-aa70-1d941dae7fb3",,,"2018-03-16 15:29:40.205","Thai","2024-09-02 02:08:21.839","Deep Learning;Machine Learning;Robotics;Reinforcement Learning","Middle School","2","AI Ethics;Deep Learning;Cognitive Computing;Generative AI;Robotics;Computer Vision;Neural Networks;AI in Healthcare;Machine Learning","GitHub;Harvard Online;Udemy;edX;Coursera;Google AI;Kaggle;Stanford Online;YouTube","OpenAI GPT;;Hugging Face Transformers;TensorFlow;Scikit-learn;IBM Watson;OpenCV;Weka;BigML;RapidMiner;Google Cloud AI;Keras;Amazon SageMaker","0"
"faf0150a-878d-405c-b0c0-fc7d718091fd","Marion Ullrich-Emard IV","Ottis75@yahoo.com","f1af170e-b994-4d90-9c1e-10644704b94e",,,"2019-08-21 02:19:57.214",,"2024-09-02 02:08:21.839",,"High School","0","Speech Recognition;Computer Vision;Expert Systems;Recommender Systems","Google AI;Stanford Online;Coursera;edX;Udemy;Kaggle;Harvard Online","Weka;DataRobot;Google Cloud AI;","0"
"fcbf03ec-337d-40a4-9c5f-61fa248df482","Archie Russel","Danny_Schamberger@hotmail.com","82303521-7f7b-425f-85e4-a8fdc51d4093",,,"2006-11-07 01:48:15.534","French","2024-09-02 02:08:21.839","AI in Education;Autonomous Vehicles;Recommender Systems;;Robotics;AI in Finance","University","2","AI Planning and Optimization;Expert Systems","Coursera;MIT OpenCourseWare;Kaggle","BigML;Google Cloud AI;Hugging Face Transformers;PyTorch;DataRobot;OpenAI GPT;Weka;;Amazon SageMaker;OpenCV","0"
"fccd8711-322d-463a-9abe-bef7bdbef6f5","Blake Turcotte","Cleo57@hotmail.com","67e1066a-57f7-44d3-b5de-a02638642d23",,,"2010-09-22 05:37:35.368","Polish","2024-09-02 02:08:21.839","Machine Learning;AI in Education;Cognitive Computing;AI in Finance","Middle School","2","Computer Vision;Recommender Systems;Reinforcement Learning;AI in Education;AI Planning and Optimization;Autonomous Vehicles;;Neural Networks;AI in Healthcare;Cognitive Computing;Generative AI;Expert Systems;AI Ethics;Speech Recognition;AI for Games;Deep Learning;AI in Finance;Robotics;Machine Learning","Google AI","OpenCV;Keras;Scikit-learn;Hugging Face Transformers;DataRobot;;BigML;PyTorch","0"
"fd4120a3-47ac-4b1d-8508-57fe683af152","Patrick Friesen","Brooke85@hotmail.com","eb714c87-0b49-41c0-9ea9-154760909573",,,"2007-01-19 11:14:52.844","German","2024-09-02 02:08:21.839",";Natural Language Processing;Autonomous Vehicles;Deep Learning;AI in Education;Recommender Systems;Robotics;Computer Vision;AI in Finance;Neural Networks;Expert Systems",,"5","AI in Education;AI for Games;Machine Learning;Recommender Systems;Expert Systems","edX;Udemy;Coursera","RapidMiner;Scikit-learn;PyTorch;TensorFlow;OpenAI GPT;;Hugging Face Transformers","0"
"fd551239-7746-46e8-8725-cd0da535d7dc","Faith Ebert","Katheryn_Blick75@gmail.com","ad9b097f-773f-4f37-b306-91c7eb346564",,,"2017-11-27 07:43:47.805","English","2024-09-02 02:08:21.839","Deep Learning","High School","0","Reinforcement Learning","Coursera;DeepLearning.ai;MIT OpenCourseWare;edX;Udemy;GitHub;Kaggle","OpenCV;Amazon SageMaker;Keras;OpenAI GPT;Microsoft Azure AI;IBM Watson;Google Cloud AI","0"
"fe6ba1a7-5065-4107-97e4-057a218f9284","Sonia Kassulke","Fabiola_Glover@hotmail.com","8484d4b3-5a61-4612-ae61-2cb4d6d734ba",,,"2013-02-20 06:25:16.105","Hindi","2024-09-02 02:08:21.839","AI in Healthcare;Robotics;Machine Learning;Computer Vision;AI Planning and Optimization;Expert Systems;Deep Learning;Reinforcement Learning;Neural Networks;AI for Games;",,"5","Generative AI;AI in Education;Speech Recognition;Neural Networks","MIT OpenCourseWare;Coursera;Harvard Online;;edX","BigML;OpenAI GPT;Scikit-learn;IBM Watson;;Weka","0"
"ff116e3c-58a2-4813-b231-4a3349587372","Robyn Leffler","Lizzie_Becker@gmail.com","9fd06935-62d2-40a5-88b0-b25888f63728",,,"2018-08-02 09:36:17.655","Arabic","2024-09-02 02:08:21.839","Expert Systems;AI Planning and Optimization;Reinforcement Learning;Computer Vision;Autonomous Vehicles;Natural Language Processing;Robotics;Cognitive Computing;;Speech Recognition;Machine Learning",,"5","Generative AI;Expert Systems;Computer Vision;Robotics;Reinforcement Learning;Neural Networks;AI in Education;AI for Games","Kaggle;;Stanford Online;MIT OpenCourseWare","Hugging Face Transformers","0"
"ffaa4bf5-097a-4fa2-9e61-743cf55355c2","Caroline Mayer","Aaliyah_Jacobson78@yahoo.com","f91b7cb4-fc6d-43bf-9450-220474ebdda3",,,"2006-05-13 06:37:08.937",,"2024-09-02 02:08:21.839","Autonomous Vehicles;AI in Finance","Elementary","1","Neural Networks;AI in Education;Recommender Systems;AI Ethics;Autonomous Vehicles;Reinforcement Learning;Computer Vision","Coursera;edX;YouTube;Kaggle;MIT OpenCourseWare;;Stanford Online;GitHub;Udemy;DeepLearning.ai;Google AI",";Amazon SageMaker;PyTorch;Weka","0"
